Confirmed,State,Special Id,Production,Species,No Measure Value
11-Apr-25,California,CA 741,Dairy Milking Cows,Cattle,
,,CA 770,Dairy Milking Cows,Cattle,
,,CA 771,Dairy Milking Cows,Cattle,
,Idaho,ID 060,Dairy Milking Cows,Cattle,
,,ID 061,Dairy Milking Cows,Cattle,
,,ID 062,Dairy Milking Cows,Cattle,
,,ID 063,Dairy Milking Cows,Cattle,
,,ID 064,Dairy Milking Cows,Cattle,
,,ID 065,Dairy Milking Cows,Cattle,
,,ID 066,Dairy Milking Cows,Cattle,
,,ID 067,Dairy Milking Cows,Cattle,
09-Apr-25,Arizona,AZ 002,Dairy Milking Cows,Cattle,
,Idaho,ID 050,Dairy Milking Cows,Cattle,
,,ID 052,Dairy Milking Cows,Cattle,
07-Apr-25,California,CA 769,Dairy Milking Cows,Cattle,
,Idaho,ID 054,Dairy Milking Cows,Cattle,
,,ID 055,Dairy Milking Cows,Cattle,
,,ID 056,Dairy Milking Cows,Cattle,
,,ID 057,Dairy Milking Cows,Cattle,
,,ID 058,Dairy Milking Cows,Cattle,
31-Mar-25,Idaho,ID 051,Dairy Milking Cows,Cattle,
28-Mar-25,California,CA 768,Dairy Milking Cows,Cattle,
,Idaho,ID 049,Dairy Milking Cows,Cattle,
,,ID 053,Dairy Milking Cows,Cattle,
26-Mar-25,California,CA 767,Dairy Milking Cows,Cattle,
,Nevada,NV 012,Dairy Milking Cows,Cattle,
24-Mar-25,California,CA 766,Dairy Milking Cows,Cattle,
,Idaho,ID 046,Dairy Milking Cows,Cattle,
,,ID 047,Dairy Milking Cows,Cattle,
,,ID 048,Dairy Milking Cows,Cattle,
14-Mar-25,California,CA 763,Dairy Milking Cows,Cattle,
,Idaho,ID 043,Dairy Milking Cows,Cattle,
,,ID 044,Dairy Milking Cows,Cattle,
,,ID 045,Dairy Milking Cows,Cattle,
11-Mar-25,Idaho,ID 041,Dairy Milking Cows,Cattle,
,,ID 042,Dairy Milking Cows,Cattle,
10-Mar-25,California,CA 645,Dairy Milking Cows,Cattle,
07-Mar-25,California,CA 759,Dairy Milking Cows,Cattle,
,,CA 760,Dairy Milking Cows,Cattle,
,,CA 761,Dairy Milking Cows,Cattle,
,,CA 762,Dairy Milking Cows,Cattle,
04-Mar-25,California,CA 758,Dairy Milking Cows,Cattle,
03-Mar-25,California,CA 757,Dairy Milking Cows,Cattle,
28-Feb-25,Idaho,ID 040,Dairy Milking Cows,Cattle,
25-Feb-25,Nevada,NV 010,Dairy Milking Cows,Cattle,
,,NV 011,Dairy Milking Cows,Cattle,
24-Feb-25,California,CA 755,Dairy Milking Cows,Cattle,
14-Feb-25,Arizona,AZ 001,Dairy Milking Cows,Cattle,
,California,CA 754,Dairy Milking Cows,Cattle,
,Nevada,NV 009,Dairy Milking Cows,Cattle,
12-Feb-25,California,CA 753,Dairy Milking Cows,Cattle,
10-Feb-25,California,CA 724,Dairy Milking Cows,Cattle,
,,CA 727,Dairy Milking Cows,Cattle,
,,CA 729,Dairy Milking Cows,Cattle,
,,CA 730,Dairy Milking Cows,Cattle,
,,CA 731,Dairy Milking Cows,Cattle,
06-Feb-25,Nevada,NV 007,Dairy Milking Cows,Cattle,
,,NV 008,Dairy Milking Cows,Cattle,
03-Feb-25,California,CA 698,Dairy Milking Cows,Cattle,
,,CA 713,Dairy Milking Cows,Cattle,
31-Jan-25,California,CA 746,Dairy Milking Cows,Cattle,
,,CA 752,Dairy Milking Cows,Cattle,
,Nevada,NV 002,Dairy Milking Cows,Cattle,
,,NV 003,Dairy Milking Cows,Cattle,
,,NV 004,Dairy Milking Cows,Cattle,
,,NV 005,Dairy Milking Cows,Cattle,
28-Jan-25,California,CA 370,Dairy Milking Cows,Cattle,
,,CA 749,Dairy Milking Cows,Cattle,
27-Jan-25,California,CA 410,Dairy Milking Cows,Cattle,
,,CA 747,Dairy Milking Cows,Cattle,
24-Jan-25,California,CA 745,Dairy Milking Cows,Cattle,
,,CA 748,Dairy Milking Cows,Cattle,
23-Jan-25,California,CA 602,Dairy Milking Cows,Cattle,
,,CA 603,Dairy Milking Cows,Cattle,
,,CA 604,Dairy Milking Cows,Cattle,
22-Jan-25,California,CA 655,Dairy Milking Cows,Cattle,
,,CA 726,Dairy Milking Cows,Cattle,
,,CA 728,Dairy Milking Cows,Cattle,
,,CA 733,Dairy Milking Cows,Cattle,
,,CA 744,Dairy Milking Cows,Cattle,
21-Jan-25,California,CA 739,Dairy Milking Cows,Cattle,
,,CA 740,Dairy Milking Cows,Cattle,
,,CA 742,Dairy Milking Cows,Cattle,
,Michigan,MI 032,Dairy Milking Cows,Cattle,
17-Jan-25,California,CA 738,Dairy Milking Cows,Cattle,
14-Jan-25,California,CA 725,Dairy Milking Cows,Cattle,
,,CA 732,Dairy Milking Cows,Cattle,
,,CA 734,Dairy Milking Cows,Cattle,
,,CA 735,Dairy Milking Cows,Cattle,
,,CA 736,Dairy Milking Cows,Cattle,
,,CA 737,Dairy Milking Cows,Cattle,
13-Jan-25,California,CA 721,Dairy Milking Cows,Cattle,
,,CA 722,Dairy Milking Cows,Cattle,
12-Jan-25,California,CA 648,Dairy Milking Cows,Cattle,
10-Jan-25,California,CA 723,Dairy Milking Cows,Cattle,
08-Jan-25,California,CA 720,Dairy Milking Cows,Cattle,
07-Jan-25,California,CA 717,Dairy Milking Cows,Cattle,
,,CA 718,Dairy Milking Cows,Cattle,
,,CA 719,Dairy Milking Cows,Cattle,
03-Jan-25,California,CA 371,Dairy Milking Cows,Cattle,
,,CA 714,Dairy Milking Cows,Cattle,
,,CA 715,Dairy Milking Cows,Cattle,
,,CA 716,Dairy Milking Cows,Cattle,
31-Dec-24,California,CA 711,Dairy Milking Cows,Cattle,
,,CA 712,Dairy Milking Cows,Cattle,
30-Dec-24,Michigan,MI 031,Dairy Milking Cows,Cattle,
27-Dec-24,California,CA 707,Dairy Milking Cows,Cattle,
,,CA 708,Dairy Milking Cows,Cattle,
,,CA 709,Dairy Milking Cows,Cattle,
26-Dec-24,California,CA 692,Dairy Milking Cows,Cattle,
,,CA 693,Dairy Milking Cows,Cattle,
,,CA 694,Dairy Milking Cows,Cattle,
,,CA 696,Dairy Milking Cows,Cattle,
,,CA 702,Dairy Milking Cows,Cattle,
,,CA 703,Dairy Milking Cows,Cattle,
,,CA 704,Dairy Milking Cows,Cattle,
,,CA 706,Dairy Milking Cows,Cattle,
,,CA 710,Dairy Milking Cows,Cattle,
24-Dec-24,California,CA 338,Dairy Milking Cows,Cattle,
,,CA 637,Dairy Milking Cows,Cattle,
,,CA 697,Dairy Milking Cows,Cattle,
,,CA 700,Dairy Milking Cows,Cattle,
23-Dec-24,California,CA 680,Dairy Milking Cows,Cattle,
,,CA 681,Dairy Milking Cows,Cattle,
,,CA 682,Dairy Milking Cows,Cattle,
,,CA 683,Dairy Milking Cows,Cattle,
,,CA 684,Dairy Milking Cows,Cattle,
,,CA 685,Dairy Milking Cows,Cattle,
,,CA 686,Dairy Milking Cows,Cattle,
,,CA 687,Dairy Milking Cows,Cattle,
,,CA 688,Dairy Milking Cows,Cattle,
,,CA 689,Dairy Milking Cows,Cattle,
,,CA 690,Dairy Milking Cows,Cattle,
,,CA 691,Dairy Milking Cows,Cattle,
,,CA 695,Dairy Milking Cows,Cattle,
,,CA 699,Dairy Milking Cows,Cattle,
,,CA 701,Dairy Milking Cows,Cattle,
,,CA 705,Dairy Milking Cows,Cattle,
19-Dec-24,California,CA 479,Dairy Milking Cows,Cattle,
18-Dec-24,California,CA 117,Dairy Milking Cows,Cattle,
,,CA 336,Dairy Milking Cows,Cattle,
,,CA 668,Dairy Milking Cows,Cattle,
,,CA 669,Dairy Milking Cows,Cattle,
,,CA 670,Dairy Milking Cows,Cattle,
,,CA 671,Dairy Milking Cows,Cattle,
,,CA 672,Dairy Milking Cows,Cattle,
,,CA 673,Dairy Milking Cows,Cattle,
,,CA 675,Dairy Milking Cows,Cattle,
,,CA 676,Dairy Milking Cows,Cattle,
,,CA 677,Dairy Milking Cows,Cattle,
,,CA 678,Dairy Milking Cows,Cattle,
,,CA 679,Dairy Milking Cows,Cattle,
17-Dec-24,California,CA 674,Dairy Milking Cows,Cattle,
16-Dec-24,California,CA 658,Dairy Milking Cows,Cattle,
,,CA 661,Dairy Milking Cows,Cattle,
,,CA 662,Dairy Milking Cows,Cattle,
,,CA 663,Dairy Milking Cows,Cattle,
,,CA 664,Dairy Milking Cows,Cattle,
,,CA 665,Dairy Milking Cows,Cattle,
,,CA 666,Dairy Milking Cows,Cattle,
14-Dec-24,California,CA 644,Dairy Milking Cows,Cattle,
13-Dec-24,California,CA 651,Dairy Milking Cows,Cattle,
,,CA 652,Dairy Milking Cows,Cattle,
,,CA 653,Dairy Milking Cows,Cattle,
,,CA 654,Dairy Milking Cows,Cattle,
,,CA 656,Dairy Milking Cows,Cattle,
,,CA 659,Dairy Milking Cows,Cattle,
,,CA 660,Dairy Milking Cows,Cattle,
,,CA 667,Dairy Milking Cows,Cattle,
,Texas,TX 027,Dairy Milking Cows,Cattle,
12-Dec-24,California,CA 337,Dairy Milking Cows,Cattle,
,,CA 568,Dairy Milking Cows,Cattle,
,,CA 642,Dairy Milking Cows,Cattle,
,,CA 646,Dairy Milking Cows,Cattle,
,,CA 647,Dairy Milking Cows,Cattle,
,,CA 649,Dairy Milking Cows,Cattle,
11-Dec-24,California,CA 554,Dairy Milking Cows,Cattle,
,,CA 575,Dairy Milking Cows,Cattle,
,,CA 589,Dairy Milking Cows,Cattle,
,,CA 638,Dairy Milking Cows,Cattle,
,,CA 639,Dairy Milking Cows,Cattle,
10-Dec-24,California,CA 534,Dairy Milking Cows,Cattle,
,,CA 547,Dairy Milking Cows,Cattle,
,,CA 548,Dairy Milking Cows,Cattle,
,,CA 551,Dairy Milking Cows,Cattle,
,,CA 558,Dairy Milking Cows,Cattle,
,,CA 560,Dairy Milking Cows,Cattle,
,,CA 563,Dairy Milking Cows,Cattle,
,,CA 569,Dairy Milking Cows,Cattle,
,,CA 570,Dairy Milking Cows,Cattle,
,,CA 571,Dairy Milking Cows,Cattle,
,,CA 574,Dairy Milking Cows,Cattle,
,,CA 576,Dairy Milking Cows,Cattle,
,,CA 578,Dairy Milking Cows,Cattle,
,,CA 579,Dairy Milking Cows,Cattle,
,,CA 580,Dairy Milking Cows,Cattle,
,,CA 581,Dairy Milking Cows,Cattle,
,,CA 583,Dairy Milking Cows,Cattle,
,,CA 585,Dairy Milking Cows,Cattle,
,,CA 586,Dairy Milking Cows,Cattle,
,,CA 587,Dairy Milking Cows,Cattle,
,,CA 588,Dairy Milking Cows,Cattle,
,,CA 591,Dairy Milking Cows,Cattle,
,,CA 592,Dairy Milking Cows,Cattle,
,,CA 593,Dairy Milking Cows,Cattle,
,,CA 594,Dairy Milking Cows,Cattle,
,,CA 595,Dairy Milking Cows,Cattle,
,,CA 596,Dairy Milking Cows,Cattle,
,,CA 597,Dairy Milking Cows,Cattle,
,,CA 598,Dairy Milking Cows,Cattle,
,,CA 599,Dairy Milking Cows,Cattle,
,,CA 600,Dairy Milking Cows,Cattle,
,,CA 601,Dairy Milking Cows,Cattle,
,,CA 605,Dairy Milking Cows,Cattle,
,,CA 606,Dairy Milking Cows,Cattle,
,,CA 607,Dairy Milking Cows,Cattle,
,,CA 608,Dairy Milking Cows,Cattle,
,,CA 609,Dairy Milking Cows,Cattle,
,,CA 610,Dairy Milking Cows,Cattle,
,,CA 611,Dairy Milking Cows,Cattle,
,,CA 612,Dairy Milking Cows,Cattle,
,,CA 613,Dairy Milking Cows,Cattle,
,,CA 614,Dairy Milking Cows,Cattle,
,,CA 615,Dairy Milking Cows,Cattle,
,,CA 616,Dairy Milking Cows,Cattle,
,,CA 617,Dairy Milking Cows,Cattle,
,,CA 618,Dairy Milking Cows,Cattle,
,,CA 619,Dairy Milking Cows,Cattle,
,,CA 620,Dairy Milking Cows,Cattle,
,,CA 621,Dairy Milking Cows,Cattle,
,,CA 622,Dairy Milking Cows,Cattle,
,,CA 623,Dairy Milking Cows,Cattle,
,,CA 624,Dairy Milking Cows,Cattle,
,,CA 625,Dairy Milking Cows,Cattle,
,,CA 626,Dairy Milking Cows,Cattle,
,,CA 627,Dairy Milking Cows,Cattle,
,,CA 628,Dairy Milking Cows,Cattle,
,,CA 629,Dairy Milking Cows,Cattle,
,,CA 630,Dairy Milking Cows,Cattle,
,,CA 631,Dairy Milking Cows,Cattle,
,,CA 632,Dairy Milking Cows,Cattle,
,,CA 633,Dairy Milking Cows,Cattle,
,,CA 634,Dairy Milking Cows,Cattle,
,,CA 635,Dairy Milking Cows,Cattle,
,,CA 636,Dairy Milking Cows,Cattle,
,,CA 640,Dairy Milking Cows,Cattle,
,,CA 641,Dairy Milking Cows,Cattle,
,,CA 650,Dairy Milking Cows,Cattle,
09-Dec-24,California,CA 529,Dairy Milking Cows,Cattle,
,,CA 530,Dairy Milking Cows,Cattle,
,,CA 531,Dairy Milking Cows,Cattle,
,,CA 532,Dairy Milking Cows,Cattle,
,,CA 533,Dairy Milking Cows,Cattle,
,,CA 535,Dairy Milking Cows,Cattle,
,,CA 536,Dairy Milking Cows,Cattle,
,,CA 537,Dairy Milking Cows,Cattle,
,,CA 538,Dairy Milking Cows,Cattle,
,,CA 539,Dairy Milking Cows,Cattle,
,,CA 540,Dairy Milking Cows,Cattle,
,,CA 541,Dairy Milking Cows,Cattle,
,,CA 542,Dairy Milking Cows,Cattle,
,,CA 543,Dairy Milking Cows,Cattle,
,,CA 544,Dairy Milking Cows,Cattle,
,,CA 545,Dairy Milking Cows,Cattle,
,,CA 546,Dairy Milking Cows,Cattle,
,,CA 549,Dairy Milking Cows,Cattle,
,,CA 550,Dairy Milking Cows,Cattle,
,,CA 552,Dairy Milking Cows,Cattle,
,,CA 553,Dairy Milking Cows,Cattle,
,,CA 555,Dairy Milking Cows,Cattle,
,,CA 556,Dairy Milking Cows,Cattle,
,,CA 557,Dairy Milking Cows,Cattle,
,,CA 559,Dairy Milking Cows,Cattle,
,,CA 561,Dairy Milking Cows,Cattle,
,,CA 562,Dairy Milking Cows,Cattle,
,,CA 564,Dairy Milking Cows,Cattle,
,,CA 565,Dairy Milking Cows,Cattle,
,,CA 566,Dairy Milking Cows,Cattle,
,,CA 567,Dairy Milking Cows,Cattle,
,,CA 572,Dairy Milking Cows,Cattle,
,,CA 573,Dairy Milking Cows,Cattle,
,,CA 577,Dairy Milking Cows,Cattle,
,,CA 582,Dairy Milking Cows,Cattle,
,,CA 584,Dairy Milking Cows,Cattle,
,,CA 590,Dairy Milking Cows,Cattle,
06-Dec-24,California,CA 514,Dairy Milking Cows,Cattle,
,,CA 515,Dairy Milking Cows,Cattle,
,,CA 516,Dairy Milking Cows,Cattle,
,,CA 517,Dairy Milking Cows,Cattle,
,,CA 518,Dairy Milking Cows,Cattle,
,,CA 519,Dairy Milking Cows,Cattle,
,,CA 520,Dairy Milking Cows,Cattle,
,,CA 521,Dairy Milking Cows,Cattle,
,,CA 522,Dairy Milking Cows,Cattle,
,,CA 523,Dairy Milking Cows,Cattle,
,,CA 524,Dairy Milking Cows,Cattle,
,,CA 525,Dairy Milking Cows,Cattle,
,,CA 526,Dairy Milking Cows,Cattle,
,,CA 527,Dairy Milking Cows,Cattle,
,Nevada,NV 001,Dairy Milking Cows,Cattle,
05-Dec-24,California,CA 485,Dairy Milking Cows,Cattle,
04-Dec-24,California,CA 528,Dairy Milking Cows,Cattle,
03-Dec-24,California,CA 240,Dairy Milking Cows,Cattle,
,,CA 254,Dairy Milking Cows,Cattle,
,,CA 490,Dairy Milking Cows,Cattle,
,,CA 491,Dairy Milking Cows,Cattle,
,,CA 492,Dairy Milking Cows,Cattle,
,,CA 493,Dairy Milking Cows,Cattle,
,,CA 494,Dairy Milking Cows,Cattle,
,,CA 495,Dairy Milking Cows,Cattle,
,,CA 496,Dairy Milking Cows,Cattle,
,,CA 497,Dairy Milking Cows,Cattle,
,,CA 498,Dairy Milking Cows,Cattle,
,,CA 499,Dairy Milking Cows,Cattle,
,,CA 500,Dairy Milking Cows,Cattle,
,,CA 501,Dairy Milking Cows,Cattle,
,,CA 502,Dairy Milking Cows,Cattle,
,,CA 503,Dairy Milking Cows,Cattle,
,,CA 506,Dairy Milking Cows,Cattle,
,,CA 507,Dairy Milking Cows,Cattle,
,,CA 509,Dairy Milking Cows,Cattle,
,,CA 510,Dairy Milking Cows,Cattle,
,,CA 511,Dairy Milking Cows,Cattle,
,,CA 512,Dairy Milking Cows,Cattle,
,,CA 513,Dairy Milking Cows,Cattle,
02-Dec-24,California,CA 486,Dairy Milking Cows,Cattle,
,,CA 487,Dairy Milking Cows,Cattle,
,,CA 488,Dairy Milking Cows,Cattle,
,,CA 504,Dairy Milking Cows,Cattle,
,,CA 505,Dairy Milking Cows,Cattle,
,,CA 508,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 472,Dairy Milking Cows,Cattle,
,,CA 473,Dairy Milking Cows,Cattle,
,,CA 474,Dairy Milking Cows,Cattle,
,,CA 475,Dairy Milking Cows,Cattle,
,,CA 476,Dairy Milking Cows,Cattle,
,,CA 477,Dairy Milking Cows,Cattle,
,,CA 478,Dairy Milking Cows,Cattle,
,,CA 480,Dairy Milking Cows,Cattle,
,,CA 481,Dairy Milking Cows,Cattle,
,,CA 482,Dairy Milking Cows,Cattle,
,,CA 483,Dairy Milking Cows,Cattle,
,,CA 484,Dairy Milking Cows,Cattle,
,,CA 489,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 419,Dairy Milking Cows,Cattle,
,,CA 445,Dairy Milking Cows,Cattle,
,,CA 446,Dairy Milking Cows,Cattle,
,,CA 447,Dairy Milking Cows,Cattle,
,,CA 448,Dairy Milking Cows,Cattle,
,,CA 449,Dairy Milking Cows,Cattle,
,,CA 450,Dairy Milking Cows,Cattle,
,,CA 451,Dairy Milking Cows,Cattle,
,,CA 452,Dairy Milking Cows,Cattle,
,,CA 453,Dairy Milking Cows,Cattle,
,,CA 454,Dairy Milking Cows,Cattle,
,,CA 455,Dairy Milking Cows,Cattle,
,,CA 456,Dairy Milking Cows,Cattle,
,,CA 457,Dairy Milking Cows,Cattle,
,,CA 458,Dairy Milking Cows,Cattle,
,,CA 459,Dairy Milking Cows,Cattle,
,,CA 460,Dairy Milking Cows,Cattle,
,,CA 461,Dairy Milking Cows,Cattle,
,,CA 462,Dairy Milking Cows,Cattle,
,,CA 463,Dairy Milking Cows,Cattle,
,,CA 464,Dairy Milking Cows,Cattle,
,,CA 465,Dairy Milking Cows,Cattle,
,,CA 466,Dairy Milking Cows,Cattle,
,,CA 467,Dairy Milking Cows,Cattle,
,,CA 468,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 335,Dairy Milking Cows,Cattle,
,,CA 373,Dairy Milking Cows,Cattle,
,,CA 422,Dairy Milking Cows,Cattle,
,,CA 423,Dairy Milking Cows,Cattle,
,,CA 425,Dairy Milking Cows,Cattle,
,,CA 426,Dairy Milking Cows,Cattle,
,,CA 428,Dairy Milking Cows,Cattle,
,,CA 429,Dairy Milking Cows,Cattle,
,,CA 430,Dairy Milking Cows,Cattle,
,,CA 431,Dairy Milking Cows,Cattle,
,,CA 435,Dairy Milking Cows,Cattle,
,,CA 436,Dairy Milking Cows,Cattle,
,,CA 437,Dairy Milking Cows,Cattle,
,,CA 438,Dairy Milking Cows,Cattle,
,,CA 439,Dairy Milking Cows,Cattle,
,,CA 440,Dairy Milking Cows,Cattle,
,,CA 441,Dairy Milking Cows,Cattle,
,,CA 442,Dairy Milking Cows,Cattle,
,,CA 443,Dairy Milking Cows,Cattle,
,,CA 444,Dairy Milking Cows,Cattle,
,,CA 469,Dairy Milking Cows,Cattle,
,,CA 470,Dairy Milking Cows,Cattle,
,,CA 471,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 028,Dairy Milking Cows,Cattle,
,,CA 347,Dairy Milking Cows,Cattle,
,,CA 348,Dairy Milking Cows,Cattle,
,,CA 358,Dairy Milking Cows,Cattle,
,,CA 363,Dairy Milking Cows,Cattle,
,,CA 364,Dairy Milking Cows,Cattle,
,,CA 421,Dairy Milking Cows,Cattle,
,,CA 427,Dairy Milking Cows,Cattle,
,,CA 432,Dairy Milking Cows,Cattle,
,,CA 433,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 352,Dairy Milking Cows,Cattle,
,,CA 404,Dairy Milking Cows,Cattle,
,,CA 418,Dairy Milking Cows,Cattle,
,,CA 420,Dairy Milking Cows,Cattle,
,,CA 424,Dairy Milking Cows,Cattle,
,,CA 434,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 226,Dairy Milking Cows,Cattle,
,,CA 281,Dairy Milking Cows,Cattle,
,,CA 301,Dairy Milking Cows,Cattle,
,,CA 350,Dairy Milking Cows,Cattle,
,,CA 351,Dairy Milking Cows,Cattle,
,,CA 353,Dairy Milking Cows,Cattle,
,,CA 354,Dairy Milking Cows,Cattle,
,,CA 355,Dairy Milking Cows,Cattle,
,,CA 356,Dairy Milking Cows,Cattle,
,,CA 357,Dairy Milking Cows,Cattle,
,,CA 359,Dairy Milking Cows,Cattle,
,,CA 360,Dairy Milking Cows,Cattle,
,,CA 361,Dairy Milking Cows,Cattle,
,,CA 362,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 349,Dairy Milking Cows,Cattle,
,,CA 365,Dairy Milking Cows,Cattle,
,,CA 366,Dairy Milking Cows,Cattle,
,,CA 367,Dairy Milking Cows,Cattle,
,,CA 368,Dairy Milking Cows,Cattle,
,,CA 369,Dairy Milking Cows,Cattle,
,,CA 374,Dairy Milking Cows,Cattle,
,,CA 375,Dairy Milking Cows,Cattle,
,,CA 376,Dairy Milking Cows,Cattle,
,,CA 377,Dairy Milking Cows,Cattle,
,,CA 378,Dairy Milking Cows,Cattle,
,,CA 379,Dairy Milking Cows,Cattle,
,,CA 380,Dairy Milking Cows,Cattle,
,,CA 381,Dairy Milking Cows,Cattle,
,,CA 382,Dairy Milking Cows,Cattle,
,,CA 383,Dairy Milking Cows,Cattle,
,,CA 384,Dairy Milking Cows,Cattle,
,,CA 385,Dairy Milking Cows,Cattle,
,,CA 386,Dairy Milking Cows,Cattle,
,,CA 387,Dairy Milking Cows,Cattle,
,,CA 388,Dairy Milking Cows,Cattle,
,,CA 389,Dairy Milking Cows,Cattle,
,,CA 390,Dairy Milking Cows,Cattle,
,,CA 391,Dairy Milking Cows,Cattle,
,,CA 392,Dairy Milking Cows,Cattle,
,,CA 393,Dairy Milking Cows,Cattle,
,,CA 394,Dairy Milking Cows,Cattle,
,,CA 395,Dairy Milking Cows,Cattle,
,,CA 396,Dairy Milking Cows,Cattle,
,,CA 397,Dairy Milking Cows,Cattle,
,,CA 398,Dairy Milking Cows,Cattle,
,,CA 399,Dairy Milking Cows,Cattle,
,,CA 400,Dairy Milking Cows,Cattle,
,,CA 401,Dairy Milking Cows,Cattle,
,,CA 402,Dairy Milking Cows,Cattle,
,,CA 403,Dairy Milking Cows,Cattle,
,,CA 405,Dairy Milking Cows,Cattle,
,,CA 406,Dairy Milking Cows,Cattle,
,,CA 407,Dairy Milking Cows,Cattle,
,,CA 408,Dairy Milking Cows,Cattle,
,,CA 409,Dairy Milking Cows,Cattle,
,,CA 411,Dairy Milking Cows,Cattle,
,,CA 412,Dairy Milking Cows,Cattle,
,,CA 413,Dairy Milking Cows,Cattle,
,,CA 414,Dairy Milking Cows,Cattle,
,,CA 415,Dairy Milking Cows,Cattle,
,,CA 416,Dairy Milking Cows,Cattle,
,,CA 417,Dairy Milking Cows,Cattle,
15-Nov-24,California,CA 314,Dairy Milking Cows,Cattle,
,,CA 340,Dairy Milking Cows,Cattle,
,,CA 341,Dairy Milking Cows,Cattle,
,,CA 342,Dairy Milking Cows,Cattle,
,,CA 343,Dairy Milking Cows,Cattle,
,,CA 344,Dairy Milking Cows,Cattle,
,,CA 345,Dairy Milking Cows,Cattle,
,,CA 372,Dairy Milking Cows,Cattle,
14-Nov-24,California,CA 302,Dairy Milking Cows,Cattle,
,,CA 303,Dairy Milking Cows,Cattle,
,,CA 304,Dairy Milking Cows,Cattle,
,,CA 305,Dairy Milking Cows,Cattle,
,,CA 306,Dairy Milking Cows,Cattle,
,,CA 307,Dairy Milking Cows,Cattle,
,,CA 308,Dairy Milking Cows,Cattle,
,,CA 309,Dairy Milking Cows,Cattle,
