Confirmed,State,Special Id,Production,Species,No Measure Value
9-Dec-24,California,CA 535,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 536,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 537,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 538,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 539,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 540,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 541,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 542,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 543,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 544,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 545,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 546,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 549,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 550,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 552,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 553,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 555,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 556,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 557,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 559,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 561,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 562,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 564,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 565,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 566,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 567,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 572,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 573,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 577,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 582,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 584,Dairy Milking Cows,Cattle,
9-Dec-24,California,CA 590,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 514,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 515,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 516,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 517,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 518,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 519,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 520,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 521,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 522,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 523,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 524,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 525,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 526,Dairy Milking Cows,Cattle,
6-Dec-24,California,CA 527,Dairy Milking Cows,Cattle,
6-Dec-24,Nevada,NV 001,Dairy Milking Cows,Cattle,
5-Dec-24,California,CA 485,Dairy Milking Cows,Cattle,
4-Dec-24,California,CA 528,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 240,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 254,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 490,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 491,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 492,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 493,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 494,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 495,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 496,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 497,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 498,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 499,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 500,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 501,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 502,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 503,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 506,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 507,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 509,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 510,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 511,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 512,Dairy Milking Cows,Cattle,
3-Dec-24,California,CA 513,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 486,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 487,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 488,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 504,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 505,Dairy Milking Cows,Cattle,
2-Dec-24,California,CA 508,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 472,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 473,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 474,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 475,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 476,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 477,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 478,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 480,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 481,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 482,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 483,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 484,Dairy Milking Cows,Cattle,
27-Nov-24,California,CA 489,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 419,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 445,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 446,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 447,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 448,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 449,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 450,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 451,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 452,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 453,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 454,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 455,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 456,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 457,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 458,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 459,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 460,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 461,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 462,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 463,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 464,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 465,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 466,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 467,Dairy Milking Cows,Cattle,
25-Nov-24,California,CA 468,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 335,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 373,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 422,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 423,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 425,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 426,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 428,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 429,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 430,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 431,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 435,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 436,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 437,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 438,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 439,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 440,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 441,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 442,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 443,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 444,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 469,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 470,Dairy Milking Cows,Cattle,
22-Nov-24,California,CA 471,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 028,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 347,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 348,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 358,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 363,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 364,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 421,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 427,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 432,Dairy Milking Cows,Cattle,
21-Nov-24,California,CA 433,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 352,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 404,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 418,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 420,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 424,Dairy Milking Cows,Cattle,
20-Nov-24,California,CA 434,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 226,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 281,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 301,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 350,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 351,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 353,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 354,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 355,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 356,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 357,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 359,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 360,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 361,Dairy Milking Cows,Cattle,
19-Nov-24,California,CA 362,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 349,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 365,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 366,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 367,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 368,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 369,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 374,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 375,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 376,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 377,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 378,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 379,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 380,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 381,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 382,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 383,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 384,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 385,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 386,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 387,Dairy Milking Cows,Cattle,
18-Nov-24,California,CA 388,Dairy Milking Cows,Cattle,
